MODEL;MODEL_DESCRIPTION;FORECAST_HORIZON;PAST_HISTORY;BATCH_SIZE;EPOCHS;mse;rmse;nrmse;mae;mpe;mape;mdape;smape;smdape;mase;rmspe;rmsse;mre;rae;mrae;std_ae;std_ape;val_mse;val_rmse;val_nrmse;val_mae;val_mpe;val_mape;val_mdape;val_smape;val_smdape;val_mase;val_rmspe;val_rmsse;val_mre;val_rae;val_mrae;val_std_ae;val_std_ape;loss;val_loss
TCN_20;{'nb_filters': 64, 'kernel_size': 2, 'nb_stacks': 1, 'dilations': [1, 2, 4, 8, 16, 32], 'dropout_rate': 0};24;144;128;15;265877.38;515.633;0.023213118;373.80676;-0.004167355;0.013130425;0.009796008;1.3089468702673912;0.009783082;1.6072928;0.01802501;2.2171164;-2701437700.0;0.09781816525150587;5393436700.0;3455.0713720072526;0.12067383786185537;251574.19;501.57172;0.022601465;361.3294;-0.0041462793;0.012406356;0.009262522;1.2360300868749619;0.00924981;1.5360785;0.01717224;2.1322746;-2366846700.0;0.089930038513482;5435499000.0;3369.761772827624;0.11506816241969432;[0.27340929426668537, 0.12642570949771145, 0.1095709001022614, 0.10000336050938924, 0.0916186823908297, 0.08511353730724998, 0.07951812651541805, 0.07605956625822903, 0.0728722526061477, 0.07012990205804003, 0.06834076909022636, 0.0666091755623965, 0.06503913068206049, 0.06409681017213954, 0.06298035725240146];[0.1960821854994333, 0.12752746997689082, 0.11731945554162658, 0.10881361432874118, 0.09890580374628441, 0.10441358899728037, 0.08764672147162351, 0.08486512360944906, 0.08521454639621055, 0.08436676606156822, 0.08338581775518623, 0.07557859557783456, 0.08122563220691774, 0.07579481515690772, 0.0794302827963546]
TCN_21;{'nb_filters': 64, 'kernel_size': 2, 'nb_stacks': 2, 'dilations': [1, 2, 4, 8], 'dropout_rate': 0};24;144;128;15;350204.28;591.7806;0.026641183;408.76556;-0.0035917528;0.014466665;0.009995941;1.441989652812481;0.00998481;1.7576084;0.020980258;2.5445356;-2198418200.0;0.10696622439697798;5646875000.0;3772.167559407783;0.13446689562862296;407840.4;638.62384;0.02877721;418.51788;-0.003715547;0.014509293;0.009570655;1.444242987781763;0.0095613785;1.7791973;0.022307832;2.7149088;-1998027100.0;0.10416348481146946;6532089300.0;3997.917900250611;0.13994247876875063;[0.45796765126540745, 0.191368388003267, 0.15269962272667478, 0.1303418841269912, 0.11630165977819532, 0.10652773512167198, 0.09902232870465863, 0.0926871970244623, 0.08755202642347014, 0.08456031663731513, 0.08132180331916446, 0.07858477414175818, 0.07687018081022895, 0.0751618774448411, 0.073745697679835];[0.2602915526680595, 0.19627099639729434, 0.1730969733979604, 0.15643541098360292, 0.13294309912770694, 0.12360838847811986, 0.11577992667112953, 0.11038364468546996, 0.10430981159521253, 0.10025074902073822, 0.09818497391761477, 0.09561323551175568, 0.0989938862500281, 0.09143285249680067, 0.09197764659746363]
TCN_22;{'nb_filters': 64, 'kernel_size': 2, 'nb_stacks': 2, 'dilations': [1, 2, 4, 8, 16], 'dropout_rate': 0};24;144;128;15;261014.77;510.89606;0.022999868;348.88474;0.00097315514;0.012272638;0.008687433;1.2301934882998466;0.008687776;1.5001332;0.017831163;2.1967487;-75188504.0;0.09129654435399388;5062169600.0;2938.4668359661205;0.10330796236305928;274956.7;524.3631;0.023628473;345.25378;0.0010064091;0.011898308;0.008257017;1.1917607858777046;0.008258451;1.467738;0.01792396;2.2291646;504879970.0;0.08592903262329299;4895697400.0;2986.670195669758;0.10263309206739427;[0.6617463727963301, 0.16951463564882482, 0.13577324019029338, 0.11771416431636915, 0.10581966893678492, 0.0970062226589104, 0.08964236530288046, 0.08316578961176078, 0.07867932627483318, 0.07462958540017048, 0.07190728219253914, 0.06876421876071523, 0.06651104882006678, 0.06421340633082424, 0.06289291534057104];[0.232887261631593, 0.1636671061054679, 0.14691211367773216, 0.13259134873679784, 0.11671558731592176, 0.11495605245747756, 0.09980833925068651, 0.09500547508184846, 0.09033031493367048, 0.0886354231739153, 0.08338823967260313, 0.08679902575914951, 0.08391938670565705, 0.08171640864080723, 0.07583376048867872]
TCN_23;{'nb_filters': 64, 'kernel_size': 2, 'nb_stacks': 2, 'dilations': [1, 2, 4, 8, 16, 32], 'dropout_rate': 0};24;144;128;15;190416.97;436.36792;0.01964471;307.043;0.00019829345;0.010914883;0.008007137;1.093834824860096;0.008005425;1.3202223;0.0155934235;1.876293;-356012830.0;0.0803473502053936;4101610800.0;2589.475984713243;0.09268872016165648;171516.31;414.1453;0.018661918;293.2702;7.111359e-05;0.010186073;0.0076016816;1.019144430756569;0.007602074;1.2467462;0.014463005;1.7606086;-22139004.0;0.0729910163171127;3737479000.0;2472.7197568677775;0.0864627915082348;[1.4995409536949467, 0.16821845233403018, 0.13393347523966898, 0.11769395941117328, 0.10541445663786199, 0.09489925685712401, 0.0875499665496388, 0.08110342802437878, 0.07517212493631081, 0.07104285687953792, 0.06744614362652931, 0.06506280496745445, 0.06214836032661928, 0.06085608845085248, 0.05911972597412725];[0.21271300279891966, 0.15806947870147206, 0.13191914065593377, 0.13131432809708404, 0.11192638533941998, 0.10092859819716125, 0.08860727701401758, 0.08966509036510814, 0.07803090718870682, 0.0850337657540434, 0.07158100164197118, 0.08183199468093687, 0.06694347239588494, 0.07127600104413775, 0.06440255249530291]
TCN_24;{'nb_filters': 64, 'kernel_size': 2, 'nb_stacks': 3, 'dilations': [1, 2, 4, 8], 'dropout_rate': 0};24;144;128;15;330522.16;574.9106;0.025881717;394.72476;0.00037224594;0.013887488;0.009705851;1.3915019109845161;0.00970276;1.6972358;0.020077009;2.471998;-673727700.0;0.10329201233529638;6201001000.0;3395.7924007895886;0.11855317589606755;338865.9;582.1219;0.026231159;391.29465;0.00019808544;0.013478071;0.009278286;1.349264569580555;0.009276068;1.6634662;0.019867985;2.4747083;-472469470.0;0.09738798688067207;5759648000.0;3438.360351800178;0.11707097871705732;[2.023267196771888, 0.26885834755099386, 0.22778189780415728, 0.1795328444661919, 0.14436285878962682, 0.1258047892499579, 0.11062673790978556, 0.10089536116087011, 0.09362209004480071, 0.08754070046631857, 0.08193999299365082, 0.07834469053189444, 0.07488110631872691, 0.07171723337601683, 0.06890867104952991];[0.32693938829310953, 0.28636203289265266, 0.25114915404767674, 0.1886727920182375, 0.16145469575381638, 0.14054541211558258, 0.1400634284190158, 0.11888133579426471, 0.10869199981632298, 0.10103871004591561, 0.1032068092310382, 0.09300567366945844, 0.09270087417168937, 0.09217654941852622, 0.0859877347985048]
TCN_25;{'nb_filters': 64, 'kernel_size': 2, 'nb_stacks': 3, 'dilations': [1, 2, 4, 8, 16], 'dropout_rate': 0};24;144;128;15;267527.66;517.2308;0.023285048;367.13718;0.0006442173;0.013008556;0.0093678795;1.3024553656578064;0.009369552;1.578615;0.018316476;2.2239864;199239820.0;0.09607286034038322;5638985000.0;3053.2650892831475;0.10821790283714737;269875.72;519.49567;0.023409141;360.4995;0.0010724157;0.012477361;0.008903528;1.2490787543356419;0.00890849;1.5325505;0.017935928;2.2084727;-42601156.0;0.08972349304000408;5305146000.0;3004.8270362971753;0.10399572419226151;[8.712747256632312, 0.3190567136857177, 0.23423219423846117, 0.19286744147161544, 0.16835401632200148, 0.14205794207369635, 0.12488821797605812, 0.11301210330705194, 0.1027007997615288, 0.09345342019426897, 0.0855907890147083, 0.07983669458900194, 0.0750883719678941, 0.07063734138073563, 0.06690202766530697];[0.43847199333546133, 0.3302903652521651, 0.22010197506492152, 0.2072458857912218, 0.171698251281077, 0.15702910996871453, 0.1301836479170915, 0.13061968331934187, 0.10912693772569483, 0.09978347867532875, 0.0981490826774911, 0.09013273316421543, 0.08853046307358489, 0.08431749351065064, 0.07921229846245778]
TCN_26;{'nb_filters': 64, 'kernel_size': 2, 'nb_stacks': 3, 'dilations': [1, 2, 4, 8, 16, 32], 'dropout_rate': 0};24;144;128;15;201021.36;448.35406;0.02018431;331.68008;-0.00043538236;0.011830414;0.00908348;1.1838476173579693;0.009077955;1.4261566;0.016141789;1.9278307;-751865400.0;0.08679440550653413;4631119000.0;2816.831494433831;0.09929644134904425;207226.75;455.22165;0.020512871;332.5273;-0.0008087132;0.011593767;0.008835001;1.1586553417146206;0.008830333;1.4136354;0.016010836;1.9352314;-1347228200.0;0.08276158935845465;5117088000.0;2877.5025767745838;0.09913901674397911;[39.3097824275703, 0.5630326770193188, 0.323748808972669, 0.23673780459571614, 0.19457184964138308, 0.17005163058177025, 0.1463092120966285, 0.1295963917768522, 0.1134017066938703, 0.09792459473528758, 0.08746979360820026, 0.0805390554842659, 0.07488250289462327, 0.06973242262480056, 0.06565618207871413];[0.8569113322122378, 0.4354681642088172, 0.2813801271555397, 0.21823373658549763, 0.2053122361909309, 0.1658205475612007, 0.14709903609398836, 0.13200657045382422, 0.11357452284449934, 0.09552116923894434, 0.08892265158545637, 0.08325026357827121, 0.07677797335263802, 0.07743143207416064, 0.07303865210427152]
TCN_27;{'nb_filters': 64, 'kernel_size': 3, 'nb_stacks': 1, 'dilations': [1, 2, 4, 8], 'dropout_rate': 0};24;144;128;15;347472.78;589.4682;0.026537081;403.62897;0.00048190655;0.014244523;0.00982075;1.4279931783676147;0.009817092;1.7355222;0.020690639;2.5345929;-1111545100.0;0.10562207030323206;5645923300.0;3448.2960694462176;0.12171672424710228;371303.6;609.34686;0.027457952;405.3348;0.00019762137;0.013992826;0.009415992;1.4014623127877712;0.009412629;1.7231536;0.02089513;2.5904465;-437760400.0;0.10088239451872652;6357524000.0;3562.0242141686886;0.1226593264038249;[0.22639058182924587, 0.1338774826300079, 0.11437136511983512, 0.1050682225539272, 0.09736551105871867, 0.09244856872754573, 0.08853590450511027, 0.08548142452538249, 0.08224378095961817, 0.08037025152240972, 0.07845820846593836, 0.07727128059288259, 0.07599704612656007, 0.07490105967390097, 0.07387029839922234];[0.18663211456036458, 0.15408814502594445, 0.1285670390431584, 0.12029055210495027, 0.12092294593554886, 0.11011876316530908, 0.10774555763950242, 0.1015800724300542, 0.09639687004844814, 0.0968272132824545, 0.09830538112249781, 0.10222199472701402, 0.09215244077345319, 0.08956154184604266, 0.08904281577893666]
TCN_28;{'nb_filters': 64, 'kernel_size': 3, 'nb_stacks': 1, 'dilations': [1, 2, 4, 8, 16], 'dropout_rate': 0};24;144;128;15;225801.55;475.1858;0.02139224;337.79828;0.00022954587;0.0119250715;0.00869221;1.1941601522266865;0.008690311;1.4524636;0.016706536;2.0432017;22079758.0;0.08839542707231446;4764692500.0;2822.1154089524175;0.09990168182354778;214590.72;463.23938;0.020874161;326.69894;0.00044167484;0.0113171;0.008261722;1.1325111612677574;0.008261056;1.388858;0.016046042;1.9693173;104308470.0;0.08131098811365337;4578185000.0;2726.332993232143;0.09493951841724955;[0.2385552088742084, 0.12260225961507447, 0.10658004347421464, 0.097335752863166, 0.08955515862334189, 0.08336463181786262, 0.07793511230981885, 0.07399340391331977, 0.07087439891856025, 0.06829857067189793, 0.06672636306184113, 0.06490410265356632, 0.06381106861310054, 0.06248946137785225, 0.06136032627576485];[0.16853841892835444, 0.13159312806970064, 0.12070774384674028, 0.106016528651128, 0.09647987998987986, 0.09647263108284272, 0.08641685369507751, 0.0824901259128206, 0.08103030704238877, 0.08061666831383889, 0.07969477948163431, 0.07577557226099847, 0.07751290364566381, 0.07473246044608711, 0.07179057553886822]
TCN_29;{'nb_filters': 64, 'kernel_size': 3, 'nb_stacks': 1, 'dilations': [1, 2, 4, 8, 16, 32], 'dropout_rate': 0};24;144;128;15;189840.77;435.7072;0.019614965;309.2695;0.0038271844;0.010824787;0.008174699;1.0884292423725128;0.008179842;1.3297957;0.015212352;1.8734521;1532646300.0;0.08092998161605013;4629404000.0;2247.063558756253;0.07986073396467461;185755.38;430.99347;0.01942112;309.67874;0.004138021;0.010565387;0.008157266;1.0616757906973362;0.008165003;1.3165019;0.0146465115;1.8322338;2016854300.0;0.07707488799959908;3979326500.0;2179.8831189906136;0.0756909117129855;[0.23503238256729975, 0.09767341464638639, 0.08428079254309209, 0.07607039802543109, 0.07137869307007161, 0.06729018806673175, 0.06432439652273919, 0.06226735405363433, 0.06020973600091958, 0.05872521883474989, 0.057644355185474075, 0.056635057894956146, 0.055636605770153294, 0.05476141641381043, 0.05436519556547181];[0.12375373804950279, 0.09337296693622872, 0.09746770548105084, 0.08290183476117104, 0.07726329121075265, 0.0720931543845292, 0.07066708334417258, 0.06985453876623592, 0.06638563987881003, 0.06693478507237036, 0.06667414633709079, 0.06435854670294577, 0.06354891131914525, 0.061018515217852454, 0.06797899861333422]
TCN_30;{'nb_filters': 64, 'kernel_size': 3, 'nb_stacks': 2, 'dilations': [1, 2, 4, 8], 'dropout_rate': 0};24;144;128;15;256337.52;506.29785;0.022792863;350.65576;0.0009853739;0.012362718;0.008885179;1.2385761365294456;0.008886503;1.5077481;0.017744223;2.1769779;489874180.0;0.09175998715879367;5322397000.0;2942.2809899326135;0.10315089619560897;271013.66;520.5897;0.023458442;347.43002;0.0009701965;0.011978715;0.008424841;1.1985504999756813;0.008429565;1.4769896;0.017857002;2.2131243;99921350.0;0.0864706741282727;5081029000.0;2993.207374978776;0.10265994865706116;[0.38151486493878023, 0.1395961262931609, 0.11690335779289487, 0.10432526715742216, 0.09324325877668317, 0.08590651591307005, 0.08009072144794598, 0.07550537995203384, 0.07183113885822162, 0.06849843119572221, 0.0656560351060563, 0.06327241258294908, 0.06124430441616547, 0.0599500397652503, 0.058609974141993905];[0.18745966077298024, 0.1455453773213226, 0.13676515371773806, 0.11971722670575022, 0.10365998769751267, 0.09890094906849871, 0.09085877056477198, 0.08734336850675041, 0.08599352648278816, 0.08287058184281798, 0.07981550707606343, 0.07689664994511664, 0.08157409380560052, 0.07598128083021674, 0.07628937824753788]
TCN_31;{'nb_filters': 64, 'kernel_size': 3, 'nb_stacks': 2, 'dilations': [1, 2, 4, 8, 16], 'dropout_rate': 0};24;144;128;15;163409.88;404.23987;0.018198347;298.00198;0.0008685047;0.0105659235;0.008050297;1.0583704337477684;0.008050793;1.2813476;0.014314235;1.7381493;494520060.0;0.07798148660689191;4233847000.0;2347.0151198488998;0.08459612884587574;163415.61;404.24698;0.018215887;288.54147;0.001148642;0.009991035;0.0076234285;0.9996198117733002;0.007626475;1.2266434;0.014102503;1.7185289;547279940.0;0.07181410423005347;4268792600.0;2293.2897384926864;0.08135177838809922;[0.6744657264605476, 0.13938513190972054, 0.11695761294534153, 0.1045765848221357, 0.0942387506435293, 0.08395442029773455, 0.07481692773996615, 0.06751426265809805, 0.063502827845416, 0.05967501626276039, 0.057908947417114345, 0.05557501380394603, 0.05395342395450949, 0.05288568751233512, 0.051898189368180574];[0.18331387568087804, 0.14687848894019104, 0.12524168271102395, 0.11633436377928759, 0.10002225607303102, 0.09096722558519844, 0.08189083398875659, 0.07513093152760837, 0.07741481241929865, 0.06803818753223674, 0.06579531980976122, 0.06523962093630183, 0.06515571061674863, 0.06384991990269902, 0.06334655189039812]
TCN_32;{'nb_filters': 64, 'kernel_size': 3, 'nb_stacks': 2, 'dilations': [1, 2, 4, 8, 16, 32], 'dropout_rate': 0};24;144;128;15;171400.45;414.00537;0.018637976;294.97922;3.8002203e-05;0.010562421;0.007803394;1.0584469884634018;0.007800661;1.2683504;0.015016057;1.7801387;-431051040.0;0.07719048901160673;4194890000.0;2501.5502868186823;0.08983308996432675;162185.95;402.72318;0.018147223;285.01443;-6.207059e-06;0.009961468;0.0074699176;0.9972906671464443;0.007468658;1.2116493;0.014238327;1.7120512;-71040290.0;0.0709362707462822;3535872300.0;2430.9011625068574;0.08514794550385833;[1.4546761621941222, 0.14171543550057486, 0.11495059079281202, 0.10100146248856652, 0.09170714963291159, 0.08416407554760513, 0.07717833423056558, 0.07202607016456461, 0.06853815551017214, 0.06489375127940801, 0.062367268908412245, 0.06029147621941204, 0.05839084861209418, 0.05714150982550081, 0.055623204215734176];[0.19622710473539, 0.13352464863135002, 0.11053518630656556, 0.10843044304606655, 0.09371778557036954, 0.09427384938376446, 0.07631662817500576, 0.07872762964079758, 0.08030883628153287, 0.06789301755240908, 0.07252106095791173, 0.07872269847427252, 0.0709968398520158, 0.07560200052456147, 0.06258411045488158]
TCN_33;{'nb_filters': 64, 'kernel_size': 3, 'nb_stacks': 3, 'dilations': [1, 2, 4, 8], 'dropout_rate': 0};24;144;128;15;251436.39;501.43433;0.022573913;352.17474;-0.0007005928;0.0124607;0.009119444;1.2466860935091972;0.009117107;1.5142795;0.017646719;2.156066;-22611936.0;0.09215747072219557;5201419300.0;3011.9841603933037;0.10779349953689984;265194.62;514.9705;0.023205232;344.0324;-0.0004542438;0.011871066;0.008526411;1.18677644059062;0.008525316;1.4625458;0.01763958;2.1892352;213401300.0;0.08562504931762804;4803978000.0;3024.717096224231;0.10539878967781205;[2.104040758442402, 0.20060116721714644, 0.16130104114926733, 0.14006958317412002, 0.12299943377812188, 0.109073322134581, 0.09803571422573372, 0.08964387051032591, 0.08161641407532182, 0.07665024901780486, 0.07149037125132561, 0.06796008581113032, 0.06514241562292063, 0.06153224369913608, 0.059596788171561076];[0.2679388899664745, 0.23166846371676825, 0.18120775770806674, 0.14812394726319167, 0.15623740185069168, 0.1172286392531594, 0.10837064947828466, 0.09777932691607145, 0.0929512743730601, 0.09217612634899565, 0.08934583619421631, 0.07964760236398348, 0.07716815471551967, 0.07687628458497653, 0.0755672524236653]
TCN_34;{'nb_filters': 64, 'kernel_size': 3, 'nb_stacks': 3, 'dilations': [1, 2, 4, 8, 16], 'dropout_rate': 0};24;144;128;15;173246.16;416.2285;0.018738057;300.07507;0.002618943;0.010616111;0.008043136;1.0654459707438946;0.008047548;1.2902615;0.014767933;1.7896976;759941760.0;0.07852397213772139;4240577800.0;2270.3392727457003;0.08126877020522676;174763.03;418.0467;0.01883772;298.9803;0.0026828481;0.010336672;0.007887365;1.0365639813244343;0.007893584;1.2710208;0.014502807;1.7771938;1019015550.0;0.0744121825825454;4039410000.0;2258.97092595187;0.07925454604237404;[6.680292182821418, 0.25597850905856556, 0.18658468479188636, 0.15234718989776752, 0.1260672584479203, 0.10965600644754347, 0.09578861027005868, 0.0868986464097175, 0.0795115034851175, 0.07382668333141647, 0.07010421933905787, 0.06638252240090083, 0.06305105053856122, 0.06114138425899144, 0.058707303587772784];[0.34673403127669356, 0.23285467573730134, 0.18566050019360647, 0.1665813913259021, 0.1372956246215381, 0.10833381101809836, 0.10463319650309894, 0.08983080773884691, 0.08239451814770932, 0.08799340166467431, 0.07912272270052012, 0.07277919325566883, 0.06731791868417075, 0.06600794956496317, 0.06562982548443771]
TCN_35;{'nb_filters': 64, 'kernel_size': 3, 'nb_stacks': 3, 'dilations': [1, 2, 4, 8, 16, 32], 'dropout_rate': 0};24;144;128;15;173255.34;416.23953;0.018738555;300.5925;-0.00017829861;0.010732678;0.008097941;1.0716140270233154;0.008098673;1.2924863;0.015188223;1.7897445;-59478170.0;0.07865937536729574;4225492200.0;2472.0225217357834;0.09161293096936932;202553.84;450.0598;0.020280274;311.54364;0.000402789;0.010892329;0.008061012;1.0866676457226276;0.008063825;1.3244299;0.01632753;1.913288;196108180.0;0.07753903520702254;4707822600.0;2584.1836434026222;0.09505334293784067;[24.382927399842707, 0.4922374556835209, 0.2702065319131166, 0.19118277263227265, 0.15454059990525837, 0.1460205286701826, 0.11113434102635376, 0.10080623105814508, 0.09142191822775647, 0.08435292075590572, 0.07779866553348083, 0.07280660960369634, 0.06905096243310112, 0.06631384295184542, 0.0630028524646787];[0.7552394663206674, 0.3698556678538531, 0.24887526852782849, 0.18007451510670444, 0.14720374164982553, 0.12221929932041099, 0.11672932287193324, 0.10116957596078545, 0.10011413867663731, 0.08587474049848431, 0.08277330391560982, 0.07339332380319295, 0.0772530104350165, 0.06648329664835802, 0.06838160303202005]
TCN_36;{'nb_filters': 128, 'kernel_size': 2, 'nb_stacks': 1, 'dilations': [1, 2, 4, 8], 'dropout_rate': 0};24;144;128;15;863653.7;929.3297;0.0418372;574.5974;-0.002893057;0.020471636;0.012417026;2.0360231399536133;0.012408342;2.4706516;0.033420518;3.9959283;-1857389800.0;0.15036127983901404;7115798000.0;5437.445449585027;0.19926845515551472;954128.75;976.79517;0.044015642;605.58203;-0.0010409573;0.020922542;0.012472089;2.0899957045912743;0.012468059;2.5744417;0.033508867;4.1525373;1609768800.0;0.15072124697044992;8569195000.0;5562.712341268296;0.19621556773801777;[0.2725971769047381, 0.18631587522140422, 0.16187778206654985, 0.14679520428597037, 0.13756273490901297, 0.13035943754908194, 0.1254499996762099, 0.1208510868852702, 0.11786965368430954, 0.11464550871729609, 0.11247941322721286, 0.11064979739052101, 0.10850661003808529, 0.10765149882009566, 0.10637998319963052];[0.2560412988445763, 0.221515317519778, 0.1994044910350891, 0.18728889521534584, 0.17282789847913788, 0.15908997105914474, 0.15364856731246207, 0.1455326070310396, 0.144326566896521, 0.14350448320367643, 0.14545300616035256, 0.1359520486111899, 0.13493821019062557, 0.13747510603165516, 0.13302772044552283]
TCN_37;{'nb_filters': 128, 'kernel_size': 2, 'nb_stacks': 1, 'dilations': [1, 2, 4, 8, 16], 'dropout_rate': 0};24;144;128;15;296999.62;544.97675;0.024534136;383.28622;-0.0042194757;0.013548877;0.009660678;1.3496452011168003;0.009647139;1.6480525;0.019210894;2.3432884;-2126379300.0;0.10029875743625571;5785969000.0;3568.0269149642463;0.12652079114411285;329440.94;573.9695;0.025863802;388.49368;-0.003928778;0.013425881;0.009308524;1.3373374938964844;0.009297449;1.6515589;0.019775992;2.4400506;-1504745700.0;0.09669086969289555;6072489500.0;3680.5565363836085;0.12745376042268453;[0.26289966235258144, 0.1410861313081315, 0.11960676620273604, 0.10702391175299039, 0.09787369124775551, 0.09163411917409665, 0.08692357550575627, 0.0837625042083063, 0.08103243189388264, 0.07840979637535993, 0.07624711341339623, 0.0747707050775763, 0.07319516548085124, 0.07176592977340865, 0.07047351438931997];[0.19478126831561696, 0.16110812523690843, 0.13768529642157049, 0.12880478620976307, 0.11053188769201476, 0.10763213600275645, 0.09794293883495368, 0.10799347864438409, 0.097258702056593, 0.09307796467005701, 0.09164845843818245, 0.09201470801858286, 0.09326761655281046, 0.08938960988373439, 0.08536523031842375]
TCN_38;{'nb_filters': 128, 'kernel_size': 2, 'nb_stacks': 1, 'dilations': [1, 2, 4, 8, 16, 32], 'dropout_rate': 0};24;144;128;15;198500.33;445.53375;0.020057343;321.30057;-0.0011667769;0.0113779735;0.008359552;1.13732498139143;0.008356253;1.3815268;0.015776575;1.9157044;-988563200.0;0.08407828208166249;4758107600.0;2777.5766778242682;0.09857983645099408;197427.33;444.32794;0.020021988;311.69974;-0.0009085845;0.010776622;0.007868502;1.0767078958451748;0.007866561;1.3250935;0.015395744;1.8889209;-108868540.0;0.0775778804498482;4387361000.0;2722.7997391123204;0.09458394688766877;[0.25580115299810635, 0.12354457319518394, 0.10803020125170362, 0.0958962386632962, 0.08563868472447203, 0.07843547302610357, 0.07394433471198336, 0.07058761687991798, 0.0678658254836553, 0.06557791904113013, 0.06395468580823506, 0.06262353774908441, 0.061179646015672315, 0.059970130963060114, 0.05941976988199356];[0.16653045936106703, 0.13874265376602368, 0.11745813352876602, 0.10333643184424379, 0.09755267867720058, 0.08517673077269543, 0.08093555989709852, 0.081010869763116, 0.0774542949972243, 0.07995198524647575, 0.07387790338799056, 0.07235624668882784, 0.07314258882628884, 0.07128158677308605, 0.06847990607017795]
TCN_39;{'nb_filters': 128, 'kernel_size': 2, 'nb_stacks': 2, 'dilations': [1, 2, 4, 8], 'dropout_rate': 0};24;144;128;15;344563.22;586.99506;0.026425743;395.61697;-0.00037843303;0.013951531;0.009493571;1.3954098336398602;0.009493167;1.7010722;0.020616591;2.5239592;-798521900.0;0.10352548466611039;5701751000.0;3472.2570859567277;0.12298866542681917;365583.66;604.63513;0.027245635;398.1584;-0.00034718416;0.013704075;0.009215597;1.3700676150619984;0.009216989;1.6926453;0.020622797;2.5704167;49038156.0;0.09909628457091309;5794377700.0;3550.4912733521196;0.12224202500001613;[0.5365242688509575, 0.19515004752569765, 0.14905517314422925, 0.12683908257103504, 0.11389357057530188, 0.10477388985691127, 0.09855026766233663, 0.09250790138964243, 0.08767660411450329, 0.08418826333273625, 0.08089928092747363, 0.07850741816990146, 0.0759113742975652, 0.07475741845977715, 0.07228288005375144];[0.2623740991325994, 0.2047594700686619, 0.16713797392910473, 0.15716410675180245, 0.13884162139305475, 0.11582968938082398, 0.12281804320882989, 0.11031945322416066, 0.10475306892834375, 0.1029748180413355, 0.0991253763247726, 0.0997733792942564, 0.09832697330602849, 0.09530851947701374, 0.08748671882685617]
TCN_40;{'nb_filters': 128, 'kernel_size': 2, 'nb_stacks': 2, 'dilations': [1, 2, 4, 8, 16], 'dropout_rate': 0};24;144;128;15;275003.84;524.4081;0.023608161;363.09708;-0.0013133374;0.012745667;0.00898106;1.2742053717374802;0.008977776;1.5612433;0.018267458;2.2548478;-361797800.0;0.09501564177925535;5466756600.0;3209.1374633766577;0.1127446262717402;285615.75;534.4303;0.024082115;353.92517;-0.0013665276;0.012154483;0.008456105;1.2144671753048897;0.008452674;1.5046017;0.018182885;2.2719626;-152272590.0;0.0880872302061907;4814147600.0;3232.3098280884833;0.1108055681773446;[1.034822501437758, 0.18110056876304154, 0.1432394471399779, 0.12420706406387569, 0.11156892891256757, 0.10171294685633787, 0.09348140228723849, 0.08698567570744631, 0.08099931886610284, 0.07617133636039863, 0.07234479921204627, 0.06856022908979967, 0.06584090364836077, 0.06272645930269387, 0.061241341620043355];[0.2407088688169518, 0.18116862260276634, 0.1520129336701525, 0.1431893003546795, 0.1300606135490356, 0.11649259666815663, 0.11054602831563215, 0.10345129402863458, 0.10054722577527855, 0.1015244551289727, 0.0875986602329889, 0.08258356507053503, 0.07988078453847185, 0.08036836219218846, 0.07775354971507757]
